account_id,customer_id,account_type,account_status,opening_balance_inr,currency,open_date,home_branch_city
ACC00000675,CUST000675,Savings,Active,511728.97,INR,2022-06-08,Chennai
ACC00000676,CUST000676,Current,Dormant,15331.41,INR,2020-10-16,Delhi
ACC00000677,CUST000677,Salary,Active,14523.1,INR,2019-05-11,Hyderabad
ACC00000678,CUST000678,Savings,Dormant,16800.26,INR,2021-02-25,Delhi
ACC00000679,CUST000679,Savings,Active,65672.27,INR,2024-03-24,Bengaluru
ACC00000680,CUST000680,Savings,Active,22468.87,INR,2022-07-02,Delhi
ACC00000681,CUST000681,Savings,Active,72562.39,INR,2021-09-12,Hyderabad
ACC00000682,CUST000682,Savings,Active,4953.05,INR,2022-12-12,Bengaluru
ACC00000683,CUST000683,Savings,Active,278406.75,INR,2024-05-22,Bengaluru
ACC00000684,CUST000684,Savings,Dormant,10653.87,INR,2022-10-24,Hyderabad
ACC00000685,CUST000685,Current,Active,38734.41,INR,2020-04-08,Mumbai
ACC00000686,CUST000686,Current,Dormant,16769.21,INR,2021-07-07,Chennai
ACC00000687,CUST000687,Savings,Active,60467.18,INR,2023-07-20,Hyderabad
ACC00000688,CUST000688,Savings,Active,50497.09,INR,2019-05-24,Mumbai
ACC00000689,CUST000689,Savings,Active,48082.94,INR,2020-04-11,Delhi
ACC00000690,CUST000690,Savings,Dormant,48164.03,INR,2024-10-22,Hyderabad
ACC00000691,CUST000691,Salary,Dormant,58626.42,INR,2022-05-03,Delhi
ACC00000692,CUST000692,Savings,Active,15597.89,INR,2024-11-30,Mumbai
ACC00000693,CUST000693,Salary,Active,4478.75,INR,2020-08-30,Hyderabad
ACC00000694,CUST000694,Savings,Dormant,36857.31,INR,2021-05-19,Hyderabad
ACC00000695,CUST000695,Current,Active,4796.29,INR,2019-09-10,Delhi
ACC00000696,CUST000696,Savings,Dormant,19571.04,INR,2022-02-09,Bengaluru
ACC00000697,CUST000697,Savings,Active,29076.53,INR,2019-12-13,Hyderabad
ACC00000698,CUST000698,Savings,Active,46213.48,INR,2019-11-09,Delhi
ACC00000699,CUST000699,Current,Active,12762.16,INR,2023-11-12,Mumbai
ACC00000700,CUST000700,Savings,Active,34711.01,INR,2021-03-14,Chennai
ACC00000701,CUST000701,Savings,Active,43768.2,INR,2025-01-28,Hyderabad
ACC00000702,CUST000702,Current,Active,33374.67,INR,2020-04-30,Delhi
ACC00000703,CUST000703,Savings,Active,23011.91,INR,2025-07-23,Bengaluru
ACC00000704,CUST000704,Salary,Active,11320.94,INR,2021-01-07,Mumbai
ACC00000705,CUST000705,Savings,Dormant,79221.1,INR,2020-09-10,Mumbai
ACC00000706,CUST000706,Savings,Dormant,6975.62,INR,2019-11-19,Bengaluru
ACC00000707,CUST000707,Savings,Active,3683.08,INR,2022-08-09,Hyderabad
ACC00000708,CUST000708,Savings,Active,13421.49,INR,2020-08-25,Chennai
ACC00000709,CUST000709,Savings,Active,8484.59,INR,2021-10-25,Delhi
ACC00000710,CUST000710,Savings,Active,59062.5,INR,2022-11-23,Delhi
ACC00000711,CUST000711,Savings,Dormant,45816.91,INR,2022-03-24,Mumbai
ACC00000712,CUST000712,Savings,Dormant,11226.96,INR,2023-11-23,Chennai
ACC00000713,CUST000713,Savings,Active,160412.03,INR,2023-12-15,Delhi
ACC00000714,CUST000714,Savings,Active,32805.5,INR,2023-01-10,Mumbai
ACC00000715,CUST000715,Savings,Active,6317.71,INR,2021-04-05,Hyderabad
ACC00000716,CUST000716,Savings,Active,31736.23,INR,2024-04-21,Mumbai
ACC00000717,CUST000717,Salary,Dormant,45246.53,INR,2021-01-01,Hyderabad
ACC00000718,CUST000718,Savings,Dormant,47669.91,INR,2020-02-17,Bengaluru
ACC00000719,CUST000719,Current,Active,19019.13,INR,2021-10-01,Chennai
ACC00000720,CUST000720,Savings,Active,22814.03,INR,2020-08-21,Hyderabad
ACC00000721,CUST000721,Savings,Dormant,104311.9,INR,2022-11-19,Hyderabad
ACC00000722,CUST000722,Savings,Active,13551.52,INR,2023-05-11,Mumbai
ACC00000723,CUST000723,Savings,Active,8257.38,INR,2022-05-10,Hyderabad
ACC00000724,CUST000724,Savings,Active,32074.57,INR,2024-10-09,Hyderabad
ACC00000725,CUST000725,Savings,Active,30313.37,INR,2019-07-13,Delhi
ACC00000726,CUST000726,Savings,Active,19153.38,INR,2025-10-29,Hyderabad
ACC00000727,CUST000727,Savings,Active,24154.52,INR,2024-11-14,Bengaluru
ACC00000728,CUST000728,Savings,Active,3286.25,INR,2020-04-17,Hyderabad
ACC00000729,CUST000729,Savings,Active,66476.39,INR,2021-10-08,Bengaluru
ACC00000730,CUST000730,Savings,Active,11942.33,INR,2023-08-24,Mumbai
ACC00000731,CUST000731,Salary,Active,7090.96,INR,2020-09-30,Bengaluru
ACC00000732,CUST000732,Current,Active,4083.47,INR,2024-10-23,Hyderabad
ACC00000733,CUST000733,Salary,Dormant,9095.51,INR,2021-06-15,Delhi
ACC00000734,CUST000734,Savings,Active,11374.77,INR,2024-02-27,Bengaluru
ACC00000735,CUST000735,Current,Active,13002.14,INR,2019-08-05,Mumbai
ACC00000736,CUST000736,Savings,Active,80119.73,INR,2020-02-09,Mumbai
ACC00000737,CUST000737,Savings,Dormant,16425.85,INR,2021-04-26,Hyderabad
ACC00000738,CUST000738,Savings,Active,15378.92,INR,2020-08-09,Delhi
ACC00000739,CUST000739,Savings,Dormant,9792.98,INR,2022-05-18,Delhi
ACC00000740,CUST000740,Salary,Active,20302.26,INR,2025-07-14,Hyderabad
ACC00000741,CUST000741,Savings,Active,22743.19,INR,2024-05-07,Bengaluru
ACC00000742,CUST000742,Savings,Active,70979.43,INR,2022-06-22,Chennai
ACC00000743,CUST000743,Savings,Active,23286.32,INR,2022-12-09,Chennai
ACC00000744,CUST000744,Savings,Dormant,37987.25,INR,2025-10-10,Mumbai
ACC00000745,CUST000745,Savings,Active,13172.92,INR,2025-02-24,Hyderabad
ACC00000746,CUST000746,Savings,Active,25139.27,INR,2025-01-26,Bengaluru
ACC00000747,CUST000747,Current,Active,15263.25,INR,2020-08-21,Bengaluru
ACC00000748,CUST000748,Current,Active,25115.74,INR,2020-06-18,Chennai
ACC00000749,CUST000749,Savings,Active,38957.08,INR,2020-09-11,Delhi
ACC00000750,CUST000750,Savings,Active,13788.92,INR,2021-05-21,Mumbai
ACC00000751,CUST000751,Savings,Active,52809.28,INR,2019-06-24,Mumbai
ACC00000752,CUST000752,Savings,Dormant,12367.23,INR,2025-07-20,Bengaluru
ACC00000753,CUST000753,Savings,Active,66214.59,INR,2019-08-17,Mumbai
ACC00000754,CUST000754,Savings,Dormant,26461.89,INR,2023-11-06,Chennai
ACC00000755,CUST000755,Savings,Active,22019.03,INR,2019-07-17,Hyderabad
ACC00000756,CUST000756,Savings,Active,21468.1,INR,2024-08-16,Bengaluru
ACC00000757,CUST000757,Savings,Active,23307.32,INR,2025-04-26,Mumbai
ACC00000758,CUST000758,Savings,Active,24047.94,INR,2022-12-01,Delhi
ACC00000759,CUST000759,Savings,Active,30389.95,INR,2021-06-24,Mumbai
ACC00000760,CUST000760,Savings,Dormant,80110.39,INR,2020-01-30,Mumbai
ACC00000761,CUST000761,Savings,Dormant,42697.65,INR,2019-04-05,Chennai
ACC00000762,CUST000762,Savings,Dormant,5055.85,INR,2025-07-07,Hyderabad
ACC00000763,CUST000763,Salary,Active,249314.27,INR,2022-03-09,Hyderabad
ACC00000764,CUST000764,Savings,Active,6752.5,INR,2026-01-02,Delhi
ACC00000765,CUST000765,Savings,Dormant,13909.27,INR,2025-04-27,Delhi
ACC00000766,CUST000766,Savings,Active,25708.76,INR,2021-04-17,Mumbai
ACC00000767,CUST000767,Salary,Active,109489.38,INR,2020-12-04,Hyderabad
ACC00000768,CUST000768,Salary,Active,3102.21,INR,2020-01-09,Mumbai
ACC00000769,CUST000769,Savings,Active,14511.47,INR,2025-07-06,Delhi
ACC00000770,CUST000770,Savings,Active,20171.05,INR,2025-09-25,Mumbai
ACC00000771,CUST000771,Current,Active,79125.21,INR,2022-07-01,Delhi
ACC00000772,CUST000772,Current,Active,12529.66,INR,2024-01-14,Bengaluru
ACC00000773,CUST000773,Savings,Dormant,16466.49,INR,2021-10-08,Chennai
ACC00000774,CUST000774,Current,Dormant,21520.69,INR,2025-05-30,Delhi
ACC00000775,CUST000775,Savings,Dormant,17712.64,INR,2023-03-04,Chennai
ACC00000776,CUST000776,Current,Active,28091.07,INR,2021-07-10,Bengaluru
ACC00000777,CUST000777,Savings,Dormant,22285.5,INR,2024-07-17,Bengaluru
ACC00000778,CUST000778,Savings,Active,49080.91,INR,2022-09-17,Hyderabad
ACC00000779,CUST000779,Savings,Active,152280.29,INR,2022-12-01,Bengaluru
ACC00000780,CUST000780,Savings,Active,3212.44,INR,2019-06-04,Bengaluru
ACC00000781,CUST000781,Savings,Active,32645.14,INR,2023-10-15,Delhi
ACC00000782,CUST000782,Salary,Active,23171.49,INR,2020-10-29,Chennai
ACC00000783,CUST000783,Savings,Dormant,13303.7,INR,2023-01-18,Bengaluru
ACC00000784,CUST000784,Savings,Dormant,12165.44,INR,2020-01-24,Delhi
ACC00000785,CUST000785,Savings,Active,19898.82,INR,2022-09-16,Hyderabad
ACC00000786,CUST000786,Salary,Active,11666.06,INR,2025-09-13,Delhi
ACC00000787,CUST000787,Savings,Dormant,27421.06,INR,2020-07-25,Delhi
ACC00000788,CUST000788,Current,Active,12964.79,INR,2024-11-09,Bengaluru
ACC00000789,CUST000789,Savings,Dormant,17775.74,INR,2019-08-02,Delhi
ACC00000790,CUST000790,Savings,Active,5197.96,INR,2024-01-16,Hyderabad
ACC00000791,CUST000791,Savings,Dormant,24909.25,INR,2025-08-30,Delhi
ACC00000792,CUST000792,Salary,Active,395542.71,INR,2022-02-21,Delhi
ACC00000793,CUST000793,Savings,Dormant,36480.51,INR,2022-02-21,Delhi
ACC00000794,CUST000794,Savings,Active,59330.25,INR,2020-04-19,Bengaluru
ACC00000795,CUST000795,Savings,Active,27098.46,INR,2025-09-20,Mumbai
ACC00000796,CUST000796,Salary,Dormant,36023.11,INR,2024-05-24,Mumbai
ACC00000797,CUST000797,Savings,Active,57916.62,INR,2022-02-21,Mumbai
ACC00000798,CUST000798,Savings,Active,24664.17,INR,2021-12-29,Hyderabad
ACC00000799,CUST000799,Savings,Dormant,37476.6,INR,2024-09-28,Hyderabad
ACC00000800,CUST000800,Savings,Dormant,67766.69,INR,2022-09-16,Chennai
ACC00000801,CUST000801,Savings,Active,61453.33,INR,2025-03-01,Mumbai
ACC00000802,CUST000802,Current,Dormant,32485.17,INR,2023-05-21,Delhi
ACC00000803,CUST000803,Savings,Dormant,25811.81,INR,2021-06-28,Mumbai
ACC00000804,CUST000804,Savings,Active,54892.44,INR,2024-03-21,Mumbai
ACC00000805,CUST000805,Current,Active,33252.83,INR,2021-03-08,Chennai
ACC00000806,CUST000806,Savings,Active,9393.46,INR,2025-01-23,Bengaluru
ACC00000807,CUST000807,Savings,Dormant,103246.97,INR,2022-12-04,Delhi
ACC00000808,CUST000808,Salary,Active,26087.12,INR,2022-06-01,Chennai
ACC00000809,CUST000809,Savings,Active,48273.21,INR,2025-08-30,Mumbai
ACC00000810,CUST000810,Current,Active,12018.47,INR,2023-12-04,Hyderabad
ACC00000811,CUST000811,Current,Active,21575.57,INR,2023-11-30,Chennai
ACC00000812,CUST000812,Savings,Active,27377.3,INR,2025-09-19,Delhi
ACC00000813,CUST000813,Savings,Active,158045.2,INR,2020-02-27,Bengaluru
ACC00000814,CUST000814,Salary,Active,76062.19,INR,2023-05-03,Delhi
ACC00000815,CUST000815,Savings,Active,36263.17,INR,2020-08-24,Mumbai
ACC00000816,CUST000816,Current,Dormant,34381.63,INR,2022-11-15,Bengaluru
ACC00000817,CUST000817,Current,Active,56689.79,INR,2024-01-05,Chennai
ACC00000818,CUST000818,Savings,Active,61365.95,INR,2025-03-11,Hyderabad
ACC00000819,CUST000819,Savings,Active,30227.69,INR,2022-10-26,Chennai
ACC00000820,CUST000820,Salary,Active,73866.68,INR,2020-02-10,Hyderabad
ACC00000821,CUST000821,Savings,Active,48009.29,INR,2024-12-30,Chennai
ACC00000822,CUST000822,Savings,Active,77363.56,INR,2022-01-30,Delhi
ACC00000823,CUST000823,Savings,Active,52677.89,INR,2024-11-10,Delhi
ACC00000824,CUST000824,Salary,Active,164965.6,INR,2025-09-05,Bengaluru
ACC00000825,CUST000825,Savings,Active,36874.62,INR,2024-02-20,Bengaluru
ACC00000826,CUST000826,Salary,Active,56648.47,INR,2023-01-29,Bengaluru
ACC00000827,CUST000827,Current,Active,43374.24,INR,2024-06-15,Chennai
ACC00000828,CUST000828,Savings,Dormant,106026.12,INR,2022-02-02,Hyderabad
ACC00000829,CUST000829,Savings,Active,112404.39,INR,2022-02-12,Hyderabad
ACC00000830,CUST000830,Savings,Active,8340.23,INR,2025-05-15,Chennai
ACC00000831,CUST000831,Savings,Active,63098.07,INR,2024-09-06,Delhi
ACC00000832,CUST000832,Savings,Dormant,19314.41,INR,2023-03-21,Hyderabad
ACC00000833,CUST000833,Savings,Dormant,14608.92,INR,2020-02-14,Hyderabad
ACC00000834,CUST000834,Current,Active,10088.9,INR,2023-08-07,Chennai
ACC00000835,CUST000835,Current,Active,17218.21,INR,2025-09-19,Hyderabad
ACC00000836,CUST000836,Savings,Active,11443.94,INR,2024-07-19,Hyderabad
ACC00000837,CUST000837,Salary,Dormant,2268.55,INR,2021-11-15,Delhi
ACC00000838,CUST000838,Savings,Active,25189.79,INR,2024-09-04,Chennai
ACC00000839,CUST000839,Savings,Active,23469.72,INR,2021-11-24,Delhi
ACC00000840,CUST000840,Salary,Active,46451.23,INR,2021-12-15,Chennai
ACC00000841,CUST000841,Savings,Active,63836.77,INR,2024-08-27,Chennai
ACC00000842,CUST000842,Savings,Active,4716.28,INR,2020-09-05,Mumbai
ACC00000843,CUST000843,Savings,Active,4131.15,INR,2023-03-06,Mumbai
ACC00000844,CUST000844,Savings,Active,32395.11,INR,2022-06-15,Hyderabad
ACC00000845,CUST000845,Savings,Active,36934.49,INR,2021-05-10,Delhi
ACC00000846,CUST000846,Salary,Active,3403.59,INR,2019-06-21,Chennai
ACC00000847,CUST000847,Salary,Active,6448.14,INR,2024-10-27,Mumbai
ACC00000848,CUST000848,Current,Dormant,111707.4,INR,2024-05-12,Mumbai
ACC00000849,CUST000849,Savings,Active,71090.5,INR,2020-12-11,Bengaluru
ACC00000850,CUST000850,Savings,Dormant,69356.67,INR,2024-12-24,Mumbai
ACC00000851,CUST000851,Salary,Dormant,50938.24,INR,2025-06-12,Bengaluru
ACC00000852,CUST000852,Savings,Active,182875.57,INR,2019-10-21,Chennai
ACC00000853,CUST000853,Salary,Dormant,5903.58,INR,2022-10-31,Chennai
ACC00000854,CUST000854,Salary,Active,21313.58,INR,2021-06-12,Bengaluru
ACC00000855,CUST000855,Savings,Active,21553.7,INR,2025-01-02,Bengaluru
ACC00000856,CUST000856,Savings,Dormant,21871.35,INR,2026-01-01,Bengaluru
ACC00000857,CUST000857,Savings,Active,70704.5,INR,2023-01-25,Mumbai
ACC00000858,CUST000858,Savings,Active,45942.92,INR,2019-11-16,Chennai
ACC00000859,CUST000859,Savings,Active,361936.09,INR,2019-11-19,Delhi
ACC00000860,CUST000860,Savings,Active,54316.59,INR,2020-08-25,Bengaluru
ACC00000861,CUST000861,Savings,Dormant,71306.11,INR,2022-06-25,Hyderabad
ACC00000862,CUST000862,Savings,Active,30457.47,INR,2021-10-14,Delhi
ACC00000863,CUST000863,Savings,Active,26089.43,INR,2019-08-08,Delhi
ACC00000864,CUST000864,Current,Active,10597.03,INR,2024-10-15,Delhi
ACC00000865,CUST000865,Savings,Active,50639.99,INR,2025-04-02,Delhi
ACC00000866,CUST000866,Savings,Dormant,120337.39,INR,2020-08-11,Delhi
ACC00000867,CUST000867,Savings,Active,13621.53,INR,2020-01-29,Bengaluru
ACC00000868,CUST000868,Savings,Active,19794.84,INR,2024-07-28,Mumbai
ACC00000869,CUST000869,Savings,Dormant,3406.09,INR,2025-01-20,Delhi
ACC00000870,CUST000870,Savings,Dormant,38956.93,INR,2023-03-28,Mumbai
ACC00000871,CUST000871,Current,Dormant,62911.41,INR,2021-01-24,Delhi
ACC00000872,CUST000872,Current,Active,33701.16,INR,2025-10-31,Bengaluru
ACC00000873,CUST000873,Savings,Active,32951.21,INR,2019-04-17,Mumbai
ACC00000874,CUST000874,Savings,Active,53469.2,INR,2024-07-10,Hyderabad
ACC00000875,CUST000875,Savings,Active,28577.63,INR,2024-02-15,Hyderabad
ACC00000876,CUST000876,Savings,Dormant,27913.72,INR,2021-09-03,Mumbai
ACC00000877,CUST000877,Savings,Active,35054.62,INR,2020-08-05,Bengaluru
ACC00000878,CUST000878,Savings,Active,70656.21,INR,2022-11-17,Bengaluru
ACC00000879,CUST000879,Salary,Active,90344.8,INR,2022-11-04,Mumbai
ACC00000880,CUST000880,Savings,Dormant,22635.76,INR,2020-01-06,Chennai
ACC00000881,CUST000881,Savings,Active,25199.61,INR,2019-05-17,Delhi
ACC00000882,CUST000882,Salary,Dormant,18158.84,INR,2020-02-25,Chennai
ACC00000883,CUST000883,Savings,Active,78778.02,INR,2021-09-08,Chennai
ACC00000884,CUST000884,Savings,Active,37749.19,INR,2020-12-19,Mumbai
ACC00000885,CUST000885,Current,Active,7013.32,INR,2025-06-13,Mumbai
ACC00000886,CUST000886,Salary,Active,171159.12,INR,2025-12-13,Mumbai
ACC00000887,CUST000887,Savings,Active,17681.88,INR,2019-09-13,Mumbai
ACC00000888,CUST000888,Current,Active,2091.15,INR,2019-08-15,Hyderabad
ACC00000889,CUST000889,Current,Active,6436.41,INR,2022-09-20,Hyderabad
ACC00000890,CUST000890,Salary,Active,15433.92,INR,2020-09-08,Hyderabad
ACC00000891,CUST000891,Salary,Active,63305.99,INR,2021-02-04,Bengaluru
ACC00000892,CUST000892,Savings,Active,119213.66,INR,2022-06-10,Hyderabad
ACC00000893,CUST000893,Current,Active,7032.55,INR,2019-05-06,Mumbai
ACC00000894,CUST000894,Savings,Dormant,7874.15,INR,2021-08-23,Mumbai
ACC00000895,CUST000895,Savings,Active,203542.26,INR,2019-08-30,Bengaluru
ACC00000896,CUST000896,Savings,Active,41435.64,INR,2025-08-24,Delhi
ACC00000897,CUST000897,Savings,Dormant,42655.05,INR,2022-10-11,Chennai
ACC00000898,CUST000898,Current,Active,27914.8,INR,2025-03-14,Chennai
ACC00000899,CUST000899,Savings,Dormant,22051.0,INR,2019-08-15,Chennai
ACC00000900,CUST000900,Salary,Active,39389.38,INR,2023-11-01,Chennai
ACC00000901,CUST000901,Savings,Active,10609.64,INR,2024-07-19,Delhi
ACC00000902,CUST000902,Savings,Active,14480.49,INR,2025-03-23,Mumbai
ACC00000903,CUST000903,Current,Active,18809.52,INR,2022-11-06,Bengaluru
ACC00000904,CUST000904,Savings,Active,13244.64,INR,2024-06-02,Delhi
ACC00000905,CUST000905,Savings,Active,4533.78,INR,2025-04-01,Bengaluru
ACC00000906,CUST000906,Savings,Dormant,122433.9,INR,2024-02-17,Mumbai
ACC00000907,CUST000907,Savings,Active,126112.34,INR,2020-04-18,Bengaluru
ACC00000908,CUST000908,Salary,Active,72255.45,INR,2025-04-07,Delhi
ACC00000909,CUST000909,Current,Dormant,15447.05,INR,2021-12-23,Hyderabad
ACC00000910,CUST000910,Savings,Active,160282.44,INR,2021-01-26,Delhi
ACC00000911,CUST000911,Savings,Active,2072.08,INR,2019-06-24,Chennai
ACC00000912,CUST000912,Savings,Dormant,23399.3,INR,2019-10-04,Bengaluru
ACC00000913,CUST000913,Salary,Dormant,18862.12,INR,2023-10-21,Bengaluru
ACC00000914,CUST000914,Current,Active,79240.36,INR,2022-02-25,Chennai
ACC00000915,CUST000915,Savings,Active,12139.83,INR,2019-04-09,Chennai
ACC00000916,CUST000916,Current,Active,38271.76,INR,2020-01-28,Delhi
ACC00000917,CUST000917,Current,Active,54037.66,INR,2023-10-09,Bengaluru
ACC00000918,CUST000918,Savings,Active,13432.0,INR,2022-10-21,Bengaluru
ACC00000919,CUST000919,Savings,Active,81281.6,INR,2019-07-20,Delhi
ACC00000920,CUST000920,Salary,Active,13997.28,INR,2025-06-01,Bengaluru
ACC00000921,CUST000921,Savings,Active,68064.61,INR,2024-02-18,Hyderabad
ACC00000922,CUST000922,Current,Active,7928.9,INR,2023-01-05,Delhi
ACC00000923,CUST000923,Savings,Dormant,11417.28,INR,2021-07-08,Bengaluru
ACC00000924,CUST000924,Savings,Active,14075.59,INR,2025-08-07,Mumbai
ACC00000925,CUST000925,Salary,Active,8413.79,INR,2023-07-26,Delhi
ACC00000926,CUST000926,Current,Active,398088.74,INR,2024-07-28,Bengaluru
ACC00000927,CUST000927,Savings,Dormant,50227.71,INR,2025-01-11,Chennai
ACC00000928,CUST000928,Savings,Active,54560.51,INR,2020-06-30,Mumbai
ACC00000929,CUST000929,Savings,Active,163189.82,INR,2020-01-07,Bengaluru
ACC00000930,CUST000930,Savings,Active,4811.68,INR,2022-02-15,Chennai
ACC00000931,CUST000931,Current,Dormant,28979.83,INR,2022-11-30,Mumbai
ACC00000932,CUST000932,Savings,Active,12305.32,INR,2020-04-20,Bengaluru
ACC00000933,CUST000933,Savings,Active,41508.84,INR,2025-03-14,Mumbai
ACC00000934,CUST000934,Savings,Active,26697.28,INR,2022-07-23,Mumbai
ACC00000935,CUST000935,Savings,Dormant,14999.19,INR,2023-05-31,Mumbai
ACC00000936,CUST000936,Savings,Dormant,18567.81,INR,2022-04-27,Bengaluru
ACC00000937,CUST000937,Salary,Dormant,25904.66,INR,2022-10-27,Delhi
ACC00000938,CUST000938,Salary,Active,36505.45,INR,2021-04-19,Hyderabad
ACC00000939,CUST000939,Salary,Dormant,35988.09,INR,2025-02-13,Mumbai
ACC00000940,CUST000940,Savings,Active,22819.56,INR,2022-10-03,Chennai
ACC00000941,CUST000941,Salary,Active,36968.51,INR,2023-04-15,Bengaluru
ACC00000942,CUST000942,Savings,Dormant,37068.12,INR,2023-07-22,Chennai
ACC00000943,CUST000943,Current,Dormant,18650.66,INR,2021-11-07,Bengaluru
ACC00000944,CUST000944,Savings,Dormant,16790.08,INR,2023-11-15,Bengaluru
ACC00000945,CUST000945,Savings,Active,10755.22,INR,2025-06-20,Hyderabad
ACC00000946,CUST000946,Savings,Dormant,71693.06,INR,2019-12-13,Mumbai
ACC00000947,CUST000947,Savings,Active,22096.49,INR,2023-11-23,Mumbai
ACC00000948,CUST000948,Current,Active,132942.08,INR,2023-10-11,Hyderabad
ACC00000949,CUST000949,Savings,Dormant,14853.09,INR,2021-01-22,Mumbai
ACC00000950,CUST000950,Savings,Active,4863.21,INR,2023-08-24,Mumbai
ACC00000951,CUST000951,Savings,Active,4957.51,INR,2024-12-26,Delhi
ACC00000952,CUST000952,Current,Active,49380.23,INR,2020-08-31,Delhi
ACC00000953,CUST000953,Savings,Active,25282.81,INR,2023-12-28,Hyderabad
ACC00000954,CUST000954,Savings,Active,18735.68,INR,2024-11-20,Hyderabad
ACC00000955,CUST000955,Savings,Active,208889.01,INR,2020-11-28,Mumbai
ACC00000956,CUST000956,Savings,Dormant,26570.09,INR,2021-08-28,Bengaluru
ACC00000957,CUST000957,Salary,Dormant,41336.56,INR,2023-11-07,Hyderabad
ACC00000958,CUST000958,Salary,Active,26799.26,INR,2022-12-20,Delhi
ACC00000959,CUST000959,Current,Active,23868.75,INR,2021-07-20,Delhi
ACC00000960,CUST000960,Savings,Dormant,30254.76,INR,2022-02-02,Chennai
ACC00000961,CUST000961,Savings,Dormant,15221.93,INR,2023-05-26,Delhi
ACC00000962,CUST000962,Savings,Active,19585.43,INR,2019-10-29,Bengaluru
ACC00000963,CUST000963,Savings,Active,36195.15,INR,2025-02-24,Bengaluru
ACC00000964,CUST000964,Savings,Dormant,28902.97,INR,2022-07-16,Bengaluru
ACC00000965,CUST000965,Savings,Dormant,8729.95,INR,2022-11-05,Delhi
ACC00000966,CUST000966,Savings,Active,12293.87,INR,2024-03-05,Chennai
ACC00000967,CUST000967,Savings,Active,7840.94,INR,2020-03-30,Hyderabad
ACC00000968,CUST000968,Savings,Active,19438.95,INR,2023-11-02,Chennai
ACC00000969,CUST000969,Savings,Active,124204.75,INR,2025-05-03,Delhi
ACC00000970,CUST000970,Savings,Dormant,339112.68,INR,2021-06-08,Mumbai
ACC00000971,CUST000971,Savings,Active,13875.71,INR,2019-12-11,Chennai
ACC00000972,CUST000972,Savings,Dormant,25604.27,INR,2021-11-08,Chennai
ACC00000973,CUST000973,Savings,Dormant,23484.77,INR,2019-07-05,Chennai
ACC00000974,CUST000974,Current,Dormant,13430.91,INR,2024-02-03,Chennai
ACC00000975,CUST000975,Savings,Dormant,59273.74,INR,2022-08-31,Hyderabad
ACC00000976,CUST000976,Savings,Active,9568.26,INR,2019-08-09,Bengaluru
ACC00000977,CUST000977,Savings,Dormant,63738.94,INR,2022-09-21,Chennai
ACC00000978,CUST000978,Savings,Active,7198.82,INR,2025-10-20,Chennai
ACC00000979,CUST000979,Savings,Active,58660.62,INR,2019-05-02,Delhi
ACC00000980,CUST000980,Salary,Active,17911.84,INR,2023-09-23,Mumbai
ACC00000981,CUST000981,Savings,Active,207293.28,INR,2021-05-11,Mumbai
ACC00000982,CUST000982,Savings,Dormant,5642.12,INR,2022-12-06,Bengaluru
ACC00000983,CUST000983,Salary,Active,47280.14,INR,2025-12-01,Bengaluru
ACC00000984,CUST000984,Savings,Active,20297.57,INR,2024-12-04,Hyderabad
ACC00000985,CUST000985,Savings,Dormant,14498.46,INR,2020-06-16,Hyderabad
ACC00000986,CUST000986,Savings,Dormant,27117.03,INR,2025-04-05,Mumbai
ACC00000987,CUST000987,Current,Active,1714.96,INR,2024-09-30,Delhi
ACC00000988,CUST000988,Savings,Active,25771.14,INR,2020-01-24,Hyderabad
ACC00000989,CUST000989,Savings,Active,71048.23,INR,2022-10-22,Chennai
ACC00000990,CUST000990,Salary,Active,5532.77,INR,2021-03-29,Delhi
ACC00000991,CUST000991,Savings,Active,2129.94,INR,2021-10-15,Delhi
ACC00000992,CUST000992,Current,Dormant,41294.11,INR,2020-02-25,Bengaluru
ACC00000993,CUST000993,Savings,Active,9760.5,INR,2020-03-11,Mumbai
ACC00000994,CUST000994,Savings,Active,7785.29,INR,2023-01-23,Bengaluru
ACC00000995,CUST000995,Savings,Active,78602.96,INR,2021-02-18,Chennai
ACC00000996,CUST000996,Salary,Active,78126.9,INR,2024-10-28,Delhi
ACC00000997,CUST000997,Savings,Active,155326.43,INR,2022-06-08,Hyderabad
ACC00000998,CUST000998,Savings,Active,89381.82,INR,2022-02-01,Mumbai
ACC00000999,CUST000999,Savings,Dormant,2324.47,INR,2023-09-09,Delhi
ACC00001000,CUST001000,Savings,Active,39965.86,INR,2025-04-30,Mumbai
ACC00001001,CUST001001,Salary,Active,11793.08,INR,2021-09-30,Bengaluru
ACC00001002,CUST001002,Savings,Active,41626.96,INR,2022-09-12,Hyderabad
ACC00001003,CUST001003,Savings,Active,90908.9,INR,2024-08-11,Mumbai
ACC00001004,CUST001004,Savings,Active,64029.82,INR,2020-12-03,Mumbai
ACC00001005,CUST001005,Current,Active,8670.12,INR,2020-04-18,Delhi
ACC00001006,CUST001006,Savings,Active,17634.63,INR,2020-04-26,Delhi
ACC00001007,CUST001007,Savings,Dormant,86263.98,INR,2025-09-30,Hyderabad
ACC00001008,CUST001008,Salary,Active,76912.87,INR,2024-11-20,Chennai
ACC00001009,CUST001009,Salary,Active,11564.57,INR,2019-06-03,Chennai
ACC00001010,CUST001010,Savings,Active,173304.59,INR,2021-04-21,Mumbai
ACC00001011,CUST001011,Current,Active,9881.06,INR,2025-05-18,Hyderabad
